PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,y
-0.7724680939375826,1.0664304461993492,-0.2958372467861149,-0.21035632151602088,-1.2602133375216207,-0.38734303906233986,0.588760553436126,-0.1611704368053483,0.31416026378020107,0
1.7035690507119314,2.1468128455561546,3.2774670559994705,0.47728387270101735,-0.883840064662131,0.16447915893155354,-0.08365311598157087,0.7151163321627233,-0.2415855955384002,0
0.31649374204182534,0.6174743012826677,2.2401434898744044,0.4453244910200407,-0.6118988537229665,-0.26151125016082455,0.5840887869221674,1.8132491059276712,0.1853188657655708,0
0.6189959893786744,-0.24449984995955515,-0.261368865077196,-1.4205410822955051,-0.9508764302565826,1.1937394088633264,0.6360158064189791,-0.09309864928085457,-0.2623460683027515,0
-0.027989351502045012,-1.3507491051252802,-0.09796208567646357,-1.609707187877186,1.5617866055571987,-0.7780889501722228,-1.3314574856883399,0.0047561282629820624,-0.4058213090214583,0
-0.4711110289901385,0.3950508319892927,1.9203412748481468,1.0683664175055552,-0.49803580214334464,-0.1726670632144469,0.5243787073957206,-0.12845678986800602,0.31061851762121906,0
0.8389163432387501,-0.4426080790833397,2.6003314149312633,0.6357500555534724,-0.39964567998968015,-0.24313962124527047,0.35252632275876467,1.4497174192885196,-0.11582067619251282,0
-0.3155875559134679,-0.42751974757289474,-0.08264087021149578,-1.3054563518864852,-0.24843137653202618,0.0075264643722058565,0.2073699022229499,-0.044972119677674637,-0.5066134294484863,0
-1.3833931881568575,0.24037751335301008,-0.07784201927428576,-0.843532305213891,-0.09207655334520429,-0.23377874998572634,0.34018923288438346,-0.12735456078334714,0.10814948658654816,0
-0.11610819276234952,-1.3504176274935917,1.4272716904629241,0.4745393438770984,0.20879499166289966,-0.8414353557661959,-1.3148230915070385,0.23411620355327997,-0.23728453959690138,0
2.0810100923479866,3.9849795903958323,-1.1731120888734856,0.4961055416116589,-0.8235027089231344,-0.5720031151467749,-0.9841904020386648,0.029603790079638304,-0.08348211711763774,0
-0.948787152015442,0.05282088541013749,-0.2691106590518295,-0.3156978024740373,0.09830251502487959,-0.41871540934221857,0.38453901975611643,-0.10202079059378567,0.02179409163278793,0
0.5347118165881098,-0.22263872041815133,-0.4891431048029116,-0.1382838717098142,-0.5384653464186373,-0.11245427457156981,0.6585400213218179,-0.034476040011989346,-0.46689363642261184,0
-0.4717090973991544,-0.22495767148240256,-0.6258069504682753,1.4105199869063134,-2.0756539622861143,-0.6833956848435031,0.5602841009771522,-0.14940955566875438,0.45953409999945516,1
-1.1081075351764533,0.4074992902638877,1.6270904461947844,1.229896379507948,-0.9682448429589692,-0.6060936021791509,0.4578881816062447,1.062440140100762,1.083481733201528,0
-0.9115659349871433,-0.16703061495419858,-0.6005270449796929,1.0701139571094902,-0.16211971084263402,-0.7682159988338421,0.30956127840692366,-0.13547329995747345,0.5020543871108394,0
-0.05604677855182534,1.1545873458933678,-1.0243480865570727,1.2372551193699777,1.4132601359784374,0.05313098055888586,0.6454713830438966,-0.05443071872990132,0.16943136051765648,0
-0.09920257019295897,1.3633811656995376,1.3681578066634286,0.47035131759850596,-0.5273493477309233,-0.39792781891398077,0.4440956503695863,0.11425753826247562,0.3078447435834246,0
-0.954422342750541,-1.4508077085153934,-0.34129542424501413,0.5886053719269292,-1.5611671137918088,-0.8555521025746247,-1.1688736444258105,-0.033287413017275294,0.04038316736977976,0
-0.16518050059471331,-0.3724744566029684,1.401564948539462,-0.8652880140936454,-0.9687798296713562,-0.05496868753529135,0.18441915540479636,0.5960122104879361,-0.3378828995566535,0
-1.6306270486273684,-0.8124329218343076,-0.14046862917958078,-0.32697238016957353,-0.3386421510279218,-0.5953707271161713,-1.2761078235102192,-0.043283050540748116,0.08286006463636421,0
-1.1639532988780097,-0.5157175462211455,-0.3391293596468595,0.017090176700941265,0.09330852450802832,-0.3227464486113264,-0.44604613970028634,-0.043651647764947295,-0.021716880545867425,0
-0.9093444141430508,-0.16203432746945418,-0.1424770132100693,-0.8347185604979949,0.19846406787166287,-0.3261119879456266,0.12857240044973908,-0.06577308552107596,-0.23576338616317394,0
-0.5933066494948709,-0.33423137925778773,-0.06834449441886052,-1.2975640659127856,0.2059353989889695,-0.1584912444777464,0.07916655824205777,-0.04146588585941333,-0.4680898797606665,0
-1.0323330846639078,0.011634647063207333,-0.6269015851747336,1.3148138005281227,-1.395631387161773,-0.18332545512322554,0.570231571643883,-0.1474596609729911,0.5391786705230213,0
0.4611425753270232,2.0005255653330267,-0.7696529212414673,0.3095536260586299,-0.2825989959210332,-0.2700262223797612,0.328769194406959,-0.06705235805422032,0.005315987536301642,0
0.7561543631386388,-0.24423318720287124,-0.25424768434872935,-1.4603339846425496,1.1479631722110797,-0.39090398868686055,0.4812940496902218,-0.08037202415721352,-0.3346865892265126,0
-0.34424415196600144,0.6957866340656002,1.1350516454265056,-0.12458081159751745,2.302496702709865,-0.9693294010755691,0.4626616887715001,-0.19437560126282935,0.11104429907324699,0
-0.8888610398351954,0.48809558011033527,-0.6763463521418407,0.9637296334264385,1.275268814976991,-1.0045477400754852,0.6083584503259145,-0.16764460875504822,0.6910331204008927,0
-1.4447757921635587,0.1727596189693581,-0.28548164126509623,-0.18515514340436823,1.0179453270936525,-0.7241942906200799,0.11738437627023318,-0.14035118318690512,0.42511180655507824,0
3.209421534223315,0.06044560106502477,-1.244312964018781,0.5408231723989908,2.3881144279260273,-0.4810286649516018,0.39014320838930366,0.031815135948418664,-0.3620456360700024,1
-1.6517225614641586,0.08321945288780283,-0.4054238952515659,0.6641858913142243,-0.9361551223135435,-0.17761853079435463,0.2639184251044564,-0.16741079003550097,0.6634344071329068,0
-1.8408216636499641,0.29955696303556056,-0.14479920581124445,-0.543409910710374,1.5015365824086875,-1.0910341196486266,-0.13262540998452862,-0.186905926639935,0.7303758023190352,0
1.9758622398875465,-0.8693309403477574,-1.4553271000680705,2.5000528918841494,-0.5645590572024832,0.798427863163114,0.6530812294967295,0.07768012430925654,-0.3721737258751211,1
0.6364544814504746,-0.1660440066571297,-0.6058094315910483,-0.10021324347987584,0.7286014410901347,-0.05936150036094097,0.650694985587243,-0.009606303530518506,-0.5072711592065835,1
-0.04859796685990038,0.8437212706958793,-0.3591475616385496,-0.5219934239116132,-0.14793785031088758,-0.5214600546812924,0.56117676668268,-0.08677141004290749,-0.17390671120250176,0
-1.0246969683175462,0.4750293787668842,-0.41342572251954934,-0.2400707243285517,3.2386793293215783,-1.5041605792749597,0.30545191314124315,-0.14730104321161241,0.4721889484863463,1
-0.13077635973196144,0.957720294870462,-0.320666326127016,-0.4975050684975345,-1.0844245291902308,-0.3158203615925067,0.5468536529086356,-0.09516173950595806,-0.14842587109863983,1
4.335400978491134,0.09071487001269253,2.182562311841339,0.11970654266956941,-0.7568166458646296,0.7548531805775501,-0.0009646736558539946,1.4575290598157884,0.5905400985108676,1
-3.5731879580911587,0.6920580004127507,-0.9231591900230092,1.7515977070676398,-0.6905756683393096,4.3831907233692915,0.007052429943912833,-0.019859044363950043,0.7580748893191545,0
3.491187484246626,3.0563762180585314,0.44092748825599964,1.3885725012395929,-0.5743105328736217,0.23378155853449695,-0.7003661011454608,-0.43374776846768104,-0.5048757140022333,0
-0.7237147490875855,0.14514204608208398,-0.1397143530169262,-0.8582620647096515,-0.5563027134180584,-0.05795958190426305,0.5658571275834411,-0.0838860596229531,-0.2758561808473594,0
0.883290101876178,-0.03188831276795865,-0.550486486331049,-0.27875864132547973,0.8487301218955918,-0.7062634666848945,0.5592242699841498,-0.036981753306619895,-0.401987636416676,0
-0.31853914392109234,-0.3189440535310503,-0.3374558755529018,-0.28104934750413635,-0.8312192734486062,0.1851421572574211,0.47132501650720776,-0.03492206674012087,-0.43504356532929805,0
-2.260443682686081,1.5506135195293662,-0.1754206499748892,-0.4148936820112548,-0.8466109135382227,0.6632872357706138,0.7316359731001998,-0.2604009942299191,1.0873839950913016,0
-0.4882732032654411,0.23065536220378724,-0.07659187915973928,-1.244830774516641,-0.7498877214995184,0.15002118377909993,0.6438375654077415,-0.07496147886499567,-0.43193804156840226,0
-0.7030378636416951,0.07003071088713894,0.8888592694651783,-1.8803497133807596,1.3405289465786392,0.3460252456066279,0.06229692129429012,-0.859082469791011,-0.37310473446516235,0
-0.14337749726869323,-1.7646994329501988,-0.48269597856010577,0.7144666220091482,-1.4520177257302105,-0.82088887059261,-1.2467481546409387,0.020325121502037097,-0.2225316615006749,0
-0.31793106080238276,-1.9355608031151217,0.0953577784059145,-1.616028942017867,-0.8690850502430401,-0.19300609421213868,-1.066618133339256,-0.03757973629043442,-0.35961511303008953,0
0.6077592730885963,2.4518420645083516,0.07875446691837383,0.9919488624880851,1.5051808960487367,-1.1309562519881227,0.02760508361587995,0.13399502604850294,0.5506454108326732,1
4.40952474527187,-2.4673964973827793,-0.9739367990995217,-0.8188103410765777,0.5716338795064524,1.2506055120726218,0.327153394968386,-0.2523929611601877,1.1798804108869803,1
4.277946153636481,-3.051430296524288,-1.5327120792233193,2.317496654053169,-0.17397182911443895,-0.13926373263296868,0.19076774603091576,0.07794057674836001,-0.24360264018087469,0
-1.5993422218513031,-0.12062500378287305,-0.4318064419618063,0.773131451206416,-0.35068615941356907,-0.7282727677278201,-0.07202962279190546,-0.1674115794092872,0.7557920326125362,0
1.2465048413544024,-0.04378185166185212,0.1471958403484096,0.39984218624747375,-0.7650179985830415,-0.33841634242364005,0.5323908243088902,-0.04593314045086758,-0.38257367400023573,1
0.4273571752664713,0.4388448914126103,-0.6160983620086748,-0.14532229003132818,1.0492172243181395,-0.1333738604578961,0.6896758188066834,-0.022786301975839637,-0.42387806720667154,0
0.05163862346341059,1.1214582950577994,-0.5026151290919657,-0.332391246761152,0.45898852747073426,-0.31911077880330185,0.6217813212954191,-0.07023610069678525,-0.18969630218396566,0
-0.1415715422580863,-0.4017800762091512,-0.03446880239763887,-1.8144976746218007,1.3438349696509757,-0.5175130869333646,0.0229237869182835,-0.06895011077613683,-0.3580564337892121,0
0.6188804713748337,0.5698105855544708,-0.5821537609927271,0.17064186494204744,-0.9692101930084465,-0.46394440943512966,0.5261859696098274,-0.058138697192929745,-0.2412166758967082,0
-0.2869010477324681,-0.6535823217689964,-0.5979868125927379,0.996037287408456,-0.5721703195873173,-0.9533453025035257,0.14723043031158836,-0.08970162815608886,0.18101820856183712,0
1.4936160321801217,-0.6193099316007639,-0.7436762244585103,0.21999243233430846,1.087923726222033,-0.7970518845386702,0.5170871808136088,-0.0171714830630268,-0.38076830139647105,0
0.9746054412330145,-2.3795430953327474,-0.4643934662561491,-0.5148288189093501,0.11735702142514211,0.09075434312334565,-1.3305455862739506,0.055440339159960356,-0.4606201513804442,0
0.9036939417635388,-0.44943868880223636,-0.37262930077059536,-1.14372383176204,1.9036407360101475,-0.6696196868768737,0.4031564341397114,-0.05178069733669982,-0.3981956038092374,0
